Zeitstempel;Maschine_ID;Temperatur;Druck;Gewicht;Laenge;Breite;Hoehe;Energieverbrauch;Status;Fehlercode
11.11.2024-07:03:44;F_VG002;85.0;2.59;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:03:58;F_VG002;85.2;2.48;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:04:12;F_VG002;85.1;2.52;161.8;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:04:26;F_VG002;84.6;2.55;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:04:40;F_VG002;85.2;2.42;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:04:54;F_VG002;85.2;2.55;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:05:08;F_VG002;84.4;2.49;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:05:22;F_VG002;85.1;2.47;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-07:05:36;F_VG002;85.5;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:05:50;F_VG002;85.2;2.45;162.2;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-07:06:04;F_VG002;84.8;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:06:18;F_VG002;85.0;2.49;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:06:32;F_VG002;84.9;2.41;161.9;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-07:06:46;F_VG002;84.6;2.5;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:07:00;F_VG002;84.5;2.52;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:07:14;F_VG002;85.5;2.51;162.0;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-07:07:28;F_VG002;84.6;2.41;161.9;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-07:07:42;F_VG002;84.9;2.47;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:07:56;F_VG002;85.1;2.5;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:08:10;F_VG002;85.0;2.56;162.0;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-07:08:24;F_VG002;85.3;2.5;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:08:38;F_VG002;85.1;2.51;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:08:52;F_VG002;85.3;2.44;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:09:06;F_VG002;85.2;2.49;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:09:20;F_VG002;84.8;2.47;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:09:34;F_VG002;85.1;2.48;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-07:09:48;F_VG002;85.0;2.44;161.8;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-07:10:02;F_VG002;85.0;2.54;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:10:16;F_VG002;85.0;2.43;162.0;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-07:10:30;F_VG002;85.0;2.45;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:10:44;F_VG002;85.8;2.6;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:10:58;F_VG002;85.1;2.56;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:11:12;F_VG002;85.1;2.59;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:11:26;F_VG002;85.2;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:11:40;F_VG002;85.2;2.54;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:11:54;F_VG002;85.4;2.56;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:12:08;F_VG002;85.0;2.44;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:12:22;F_VG002;84.4;2.55;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:12:36;F_VG002;85.1;2.47;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:12:50;F_VG002;85.1;2.43;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:13:04;F_VG002;85.6;2.51;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:13:18;F_VG002;84.7;2.51;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:13:32;F_VG002;85.5;2.56;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:13:46;F_VG002;84.4;2.47;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-07:14:00;F_VG002;85.4;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:14:14;F_VG002;84.7;2.48;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:14:28;F_VG002;84.4;2.59;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:14:42;F_VG002;85.0;2.48;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:14:56;F_VG002;85.1;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:15:10;F_VG002;85.5;2.49;162.0;33.9;49.9;24.9;5.0;Aktiv;
11.11.2024-07:15:24;F_VG002;85.0;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:15:38;F_VG002;85.3;2.56;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:15:52;F_VG002;85.0;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:16:06;F_VG002;84.7;2.6;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:16:20;F_VG002;84.7;2.55;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:16:34;F_VG002;85.6;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:16:48;F_VG002;84.8;2.53;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:17:02;F_VG002;85.2;2.55;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:17:16;F_VG002;85.3;2.5;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:17:30;F_VG002;85.0;2.59;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:17:44;F_VG002;84.8;2.44;161.8;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:17:58;F_VG002;85.2;2.57;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:18:12;F_VG002;85.1;2.53;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:18:26;F_VG002;85.3;2.56;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:18:40;F_VG002;85.0;2.52;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:18:54;F_VG002;85.0;2.51;162.0;34.2;50.0;25.1;5.0;Aktiv;
11.11.2024-07:19:08;F_VG002;85.6;2.47;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:19:22;F_VG002;85.3;2.57;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:19:36;F_VG002;84.8;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:19:50;F_VG002;84.8;2.49;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:20:04;F_VG002;84.8;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:20:18;F_VG002;85.2;2.52;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:20:32;F_VG002;85.3;2.53;161.8;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:20:46;F_VG002;85.1;2.51;162.2;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:21:00;F_VG002;84.6;2.59;162.2;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:21:14;F_VG002;84.7;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:21:28;F_VG002;85.4;2.49;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:21:42;F_VG002;84.6;2.49;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:21:56;F_VG002;85.0;2.56;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:22:10;F_VG002;84.5;2.59;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:22:24;F_VG002;85.3;2.58;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:22:38;F_VG002;85.3;2.54;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:22:52;F_VG002;85.0;2.47;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:23:06;F_VG002;84.9;2.5;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:23:20;F_VG002;84.7;2.5;161.9;34.1;49.9;24.9;5.0;Aktiv;
11.11.2024-07:23:34;F_VG002;85.0;2.43;162.1;33.9;49.9;24.9;5.0;Aktiv;
11.11.2024-07:23:48;F_VG002;84.7;2.6;161.9;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-07:24:02;F_VG002;85.1;2.54;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:24:16;F_VG002;85.1;2.53;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:24:30;F_VG002;84.9;2.42;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-07:24:44;F_VG002;85.2;2.58;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:24:58;F_VG002;84.6;2.52;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:25:12;F_VG002;85.2;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:25:26;F_VG002;84.8;2.55;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-07:25:40;F_VG002;85.2;2.58;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:25:54;F_VG002;85.1;2.52;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:26:08;F_VG002;84.9;2.56;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:26:22;F_VG002;84.9;2.57;162.2;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-07:26:36;F_VG002;85.2;2.57;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:26:50;F_VG002;85.0;2.46;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:27:04;F_VG002;85.1;2.57;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:27:18;F_VG002;85.1;2.55;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:27:32;F_VG002;85.1;2.52;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:27:46;F_VG002;84.8;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:28:00;F_VG002;84.8;2.55;162.0;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-07:28:14;F_VG002;84.9;2.47;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:28:28;F_VG002;85.2;2.46;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:28:42;F_VG002;84.6;2.52;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:28:56;F_VG002;85.0;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:29:10;F_VG002;85.0;2.45;162.0;33.8;50.0;25.0;5.0;Aktiv;
11.11.2024-07:29:24;F_VG002;85.2;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:29:38;F_VG002;85.1;2.51;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:29:52;F_VG002;84.9;2.56;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:30:06;F_VG002;85.5;2.45;162.2;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:30:20;F_VG002;85.0;2.5;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:30:34;F_VG002;84.9;2.47;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:30:48;F_VG002;85.4;2.53;162.0;33.8;50.0;25.0;5.0;Aktiv;
11.11.2024-07:31:02;F_VG002;85.4;2.52;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:31:16;F_VG002;85.3;2.49;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:31:30;F_VG002;84.7;2.43;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:31:44;F_VG002;85.1;2.54;162.0;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-07:31:58;F_VG002;84.9;2.46;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:32:12;F_VG002;84.9;2.52;161.8;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:32:26;F_VG002;84.7;2.6;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:32:40;F_VG002;85.0;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:32:54;F_VG002;85.1;2.47;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-07:33:08;F_VG002;84.5;2.49;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:33:22;F_VG002;85.2;2.51;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:33:36;F_VG002;85.2;2.53;161.8;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:33:50;F_VG002;84.9;2.54;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:34:04;F_VG002;85.0;2.6;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:34:18;F_VG002;84.5;2.54;162.2;34.1;49.9;25.0;5.0;Aktiv;
11.11.2024-07:34:32;F_VG002;84.7;2.55;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:34:46;F_VG002;84.7;2.52;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:35:00;F_VG002;85.4;2.47;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:35:14;F_VG002;84.9;2.49;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:35:28;F_VG002;85.1;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:35:42;F_VG002;84.5;2.46;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-07:35:56;F_VG002;84.2;2.4;162.1;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-07:36:10;F_VG002;84.8;2.5;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:36:24;F_VG002;85.4;2.56;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:36:38;F_VG002;84.9;2.49;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:36:52;F_VG002;84.7;2.6;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:37:06;F_VG002;85.2;2.53;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:37:20;F_VG002;85.3;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:37:34;F_VG002;85.0;2.44;161.9;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-07:37:48;F_VG002;85.2;2.5;162.1;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-07:38:02;F_VG002;84.5;2.54;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:38:16;F_VG002;84.6;2.59;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:38:30;F_VG002;85.3;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:38:44;F_VG002;84.9;2.51;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:38:58;F_VG002;85.1;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:39:12;F_VG002;84.9;2.49;162.1;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-07:39:26;F_VG002;85.1;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:39:40;F_VG002;84.7;2.6;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:39:54;F_VG002;84.8;2.56;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:40:08;F_VG002;85.0;2.48;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:40:22;F_VG002;85.0;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:40:36;F_VG002;85.4;2.52;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:40:50;F_VG002;85.1;2.5;162.0;33.9;49.9;24.9;5.0;Aktiv;
11.11.2024-07:41:04;F_VG002;85.1;2.48;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:41:18;F_VG002;84.8;2.52;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:41:32;F_VG002;84.9;2.49;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:41:46;F_VG002;85.0;2.47;162.1;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-07:42:00;F_VG002;84.8;2.54;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:42:14;F_VG002;85.2;2.46;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:42:28;F_VG002;84.9;2.48;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:42:42;F_VG002;85.3;2.5;162.0;33.9;49.9;24.9;5.0;Aktiv;
11.11.2024-07:42:56;F_VG002;84.9;2.4;162.0;33.9;49.9;25.1;5.0;Aktiv;
11.11.2024-07:43:10;F_VG002;84.9;2.47;161.8;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:43:24;F_VG002;84.9;2.6;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:43:38;F_VG002;85.2;2.55;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:43:52;F_VG002;84.8;2.54;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:44:06;F_VG002;85.1;2.44;161.9;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-07:44:20;F_VG002;84.5;2.56;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:44:34;F_VG002;84.7;2.43;161.9;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-07:44:48;F_VG002;84.8;2.45;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:45:02;F_VG002;84.8;2.54;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:45:16;F_VG002;84.7;2.58;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:45:30;F_VG002;84.7;2.58;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:45:44;F_VG002;84.4;2.47;162.0;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-07:45:58;F_VG002;85.0;2.48;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:46:12;F_VG002;85.2;2.5;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:46:26;F_VG002;84.7;2.44;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:46:40;F_VG002;85.4;2.42;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:46:54;F_VG002;85.6;2.52;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:47:08;F_VG002;84.7;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:47:22;F_VG002;84.9;2.52;162.3;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:47:36;F_VG002;85.3;2.47;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-07:47:50;F_VG002;85.0;2.5;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:48:04;F_VG002;84.8;2.58;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:48:18;F_VG002;85.1;2.5;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-07:48:32;F_VG002;85.4;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:48:46;F_VG002;85.2;2.41;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:49:00;F_VG002;84.9;2.48;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:49:14;F_VG002;84.3;2.42;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:49:28;F_VG002;85.0;2.51;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:49:42;F_VG002;84.8;2.6;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:49:56;F_VG002;84.9;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:50:10;F_VG002;85.6;2.47;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-07:50:24;F_VG002;84.7;2.52;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:50:38;F_VG002;85.1;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:50:52;F_VG002;85.5;2.6;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:51:06;F_VG002;84.9;2.56;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:51:20;F_VG002;85.3;2.5;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:51:34;F_VG002;85.3;2.6;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:51:48;F_VG002;85.2;2.46;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:52:02;F_VG002;84.7;2.53;162.0;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-07:52:16;F_VG002;85.2;2.43;162.0;34.1;49.9;25.0;5.0;Aktiv;
11.11.2024-07:52:30;F_VG002;84.7;2.46;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:52:44;F_VG002;85.6;2.58;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:52:58;F_VG002;85.2;2.55;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:53:12;F_VG002;84.3;2.53;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:53:26;F_VG002;85.2;2.44;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-07:53:40;F_VG002;85.0;2.52;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:53:54;F_VG002;84.7;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:54:08;F_VG002;85.6;2.49;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-07:54:22;F_VG002;85.3;2.45;161.8;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-07:54:36;F_VG002;84.7;2.47;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-07:54:50;F_VG002;84.8;2.45;162.0;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-07:55:04;F_VG002;85.7;2.52;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-07:55:18;F_VG002;84.5;2.48;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:55:32;F_VG002;85.0;2.51;161.8;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:55:46;F_VG002;85.4;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:56:00;F_VG002;85.2;2.43;162.0;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-07:56:14;F_VG002;85.4;2.41;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:56:28;F_VG002;84.9;2.51;161.8;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:56:42;F_VG002;84.7;2.44;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-07:56:56;F_VG002;85.3;2.52;162.0;33.8;50.0;24.9;5.0;Aktiv;
11.11.2024-07:57:10;F_VG002;84.9;2.49;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:57:24;F_VG002;85.3;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:57:38;F_VG002;85.0;2.46;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:57:52;F_VG002;85.0;2.49;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:58:06;F_VG002;85.1;2.49;162.2;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:58:20;F_VG002;84.8;2.58;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-07:58:34;F_VG002;85.0;2.57;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-07:58:48;F_VG002;84.9;2.52;161.9;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-07:59:02;F_VG002;85.3;2.49;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-07:59:16;F_VG002;85.3;2.48;162.0;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-07:59:30;F_VG002;84.6;2.5;161.9;34.1;49.9;25.1;5.0;Aktiv;
11.11.2024-07:59:44;F_VG002;85.5;2.47;162.1;34.1;50.0;25.2;5.0;Aktiv;
11.11.2024-07:59:58;F_VG002;85.2;2.42;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-08:00:12;F_VG002;85.4;2.4;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-08:00:26;F_VG002;84.8;2.6;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-08:00:40;F_VG002;84.5;2.53;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-08:00:54;F_VG002;85.4;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-08:01:08;F_VG002;84.8;2.43;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-08:01:22;F_VG002;85.3;2.48;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-08:01:36;F_VG002;85.2;2.45;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-08:01:50;F_VG002;85.0;2.56;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-08:02:04;F_VG002;85.0;2.53;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-08:02:18;F_VG002;85.2;2.56;161.9;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-08:02:32;F_VG002;85.3;2.45;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-08:02:46;F_VG002;85.2;2.46;161.9;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-08:03:00;F_VG002;84.2;2.54;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-08:03:14;F_VG002;84.5;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-08:03:28;F_VG002;85.1;2.57;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-08:03:42;F_VG002;85.2;2.51;162.0;33.9;50.0;25.0;5.0;Aktiv;
